3.319999999999999840e+00,1.059290168949990063e+00,3.725357597953206756e+00
1.969999999999999973e+00,5.269576993399559761e+00,5.470383012805091028e+01
2.859999999999999876e+00,3.922294036426569874e-02,4.399935685341606166e-03
1.429999999999999938e+00,2.617549798884920178e-04,9.797740737988753879e-08
1.610000000000000098e+00,1.011764676356250003e+00,1.648105094118850422e+00
1.110000000000000098e+00,1.671899505128280061e-01,3.102725230325488817e-02
2.379999999999999893e+00,4.782311009215050035e-01,5.443178664148553558e-01
1.399999999999999911e+00,3.047098606494130113e+00,1.299873388477785596e+01
2.899999999999999911e+00,3.815297827963359811e-02,4.221384279657959884e-03
2.569999999999999840e+00,1.105565066662409945e+00,3.141244479724345506e+00
9.000000000000000222e-01,4.584694259093820001e+00,1.891747930443104764e+01
3.160000000000000142e+00,2.195855152653669942e-02,1.523682433053672510e-03
2.839999999999999858e+00,1.692168060149669938e-03,8.132148992365578871e-06
1.229999999999999982e+00,8.060855888177269613e-01,7.992219910945345118e-01
1.820000000000000062e+00,8.582747992649250035e-01,1.340676848516910269e+00
1.250000000000000000e+00,1.350110253378570060e-02,2.278497120347433341e-04
6.500000000000000222e-01,1.297429163566939936e+00,1.094159582408106068e+00
2.609999999999999876e+00,4.932284985799009758e-01,6.349460582277105525e-01
1.379999999999999893e+00,7.404187840278210198e-01,7.565435665229071072e-01
1.699999999999999956e+00,4.824510279925470213e-01,3.956902904988111591e-01
2.009999999999999787e+00,8.553160446462020755e-03,1.470446727820740127e-04
1.790000000000000036e+00,1.250036827358000036e+00,2.797039804854745348e+00
1.899999999999999911e+00,2.377411288923020116e+00,1.073896042972737064e+01
1.050000000000000044e+00,6.643791054349420300e+00,4.634695755254605132e+01
1.610000000000000098e+00,7.237220466549690312e-02,8.432754973112761149e-03
3.640000000000000124e+00,1.074323766697659992e-02,4.201184462716871172e-04
1.780000000000000027e+00,1.824985080314699970e-01,5.928415567200828740e-02
2.069999999999999840e+00,2.714641025004580044e+00,1.525440110190048593e+01
9.599999999999999645e-01,2.604708051274319813e-01,6.513123871078334293e-02
2.089999999999999858e+00,7.950971474640359915e+00,1.321255100462384178e+02
1.229999999999999982e+00,6.571337539622990054e-01,5.311444678337974290e-01
1.919999999999999929e+00,2.219115854535360158e-02,9.454992337632388364e-04
1.600000000000000089e+00,7.010456256797480412e-01,7.863439508555351010e-01
2.819999999999999840e+00,2.494288688618079980e-03,1.754456249531404310e-05
1.459999999999999964e+00,7.274380858258580052e-01,7.725826063165829316e-01
1.919999999999999929e+00,2.678155023289499875e-03,1.377122751123990167e-05
2.729999999999999982e+00,1.557459877920620017e-01,6.622109870737759307e-02
3.560000000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.290000000000000036e+00,6.796847045542819821e+00,1.057914271515545295e+02
1.669999999999999929e+00,7.870543497017150336e-02,1.034489097471930595e-02
1.310000000000000053e+00,3.364688182210309741e-01,1.483067579819249138e-01
1.409999999999999920e+00,3.606370041602020016e-01,1.833832587652002299e-01
2.290000000000000036e+00,7.323482855945320225e+00,1.228204886136343106e+02
3.009999999999999787e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.189999999999999947e+00,3.263018168704630018e+00,2.331755977675937430e+01
1.300000000000000044e+00,1.728636619248560047e+00,3.884639929829218463e+00
3.029999999999999805e+00,3.870434701110339777e-04,4.539020226994402461e-07
2.600000000000000089e+00,5.717645929267489713e-03,8.499783492841964138e-05
2.100000000000000089e+00,7.704338485041259954e-01,1.246493461333844976e+00
2.810000000000000053e+00,3.282457368548240273e-02,3.027641911750595348e-03
1.750000000000000000e+00,9.744382369738909810e-01,1.661677285934373582e+00
1.780000000000000027e+00,6.583138661805009763e-03,7.714113206018230072e-05
1.219999999999999973e+00,1.306823662899269989e+00,2.083501464814426996e+00
1.800000000000000044e+00,1.802122272840550044e-01,5.845760435282382206e-02
1.850000000000000089e+00,5.409058042974089764e-01,5.412713148768598659e-01
1.620000000000000107e+00,7.170624212443850176e+00,8.329691958565931031e+01
1.540000000000000036e+00,8.403150263190359848e-01,1.087439188924645750e+00
1.439999999999999947e+00,1.255291226088810053e+00,2.269088729705588836e+00
2.549999999999999822e+00,8.810535128689299389e-02,1.979450995973638244e-02
1.439999999999999947e+00,4.356108992064900320e+00,2.732498719307810120e+01
1.209999999999999964e+00,1.605897219083450012e-01,3.120476112694549331e-02
2.540000000000000036e+00,1.483795932410090015e-02,5.592191937353290085e-04
2.029999999999999805e+00,4.907369399209620189e-03,4.888701707320694463e-05
2.029999999999999805e+00,8.109247786175350064e-04,1.334925963049073036e-06
2.640000000000000124e+00,7.102219068959160324e-03,1.331656014572060102e-04
1.459999999999999964e+00,1.143460776331620021e+00,1.908953718633010332e+00
1.659999999999999920e+00,2.095155014554209855e-02,7.286859728119340560e-04
2.100000000000000089e+00,3.694734694457250113e-01,2.866723537109483466e-01
2.479999999999999982e+00,2.171612187704030084e-01,1.169543074458601617e-01
1.860000000000000098e+00,6.477853230861859934e+00,7.805040341389263858e+01
1.729999999999999982e+00,5.002998764794499564e+00,4.330189418812604885e+01
2.859999999999999876e+00,5.670732061737829852e-04,9.196959805182114607e-07
3.049999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.969999999999999973e+00,2.308232517657370086e-02,1.049603659047463602e-03
1.169999999999999929e+00,3.402650963304420184e+00,1.354629928634950176e+01
1.810000000000000053e+00,1.872304198713419909e+00,6.344996652661021308e+00
2.540000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.979999999999999982e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.830000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.929999999999999938e+00,8.646150903914929797e-01,1.442789361248090874e+00
1.939999999999999947e+00,8.820492787214449848e+00,1.509341204380461363e+02
1.270000000000000018e+00,9.692690436031070611e-02,1.193142748186848054e-02
1.939999999999999947e+00,6.528551283881679490e-01,8.268664482056985454e-01
2.279999999999999805e+00,3.081973649946560201e+00,2.165672040004002241e+01
2.029999999999999805e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.580000000000000071e+00,1.498432773323550016e-01,3.547575226348766847e-02
2.379999999999999893e+00,3.438108215531049949e-01,2.813299968205099644e-01
2.919999999999999929e+00,2.561342237930380072e+00,1.915658425463412584e+01
2.140000000000000124e+00,1.217428246237539993e-02,3.171761484337206781e-04
2.709999999999999964e+00,7.571258635811209392e-02,1.553479243652371514e-02
1.729999999999999982e+00,3.662447956243850111e+00,2.320539830569692796e+01
1.510000000000000009e+00,3.401433963411439887e+00,1.747032704124777425e+01
1.649999999999999911e+00,7.037965142986469802e-01,8.172937303392272534e-01
2.890000000000000124e+00,4.737860810845860061e-03,6.487276943192259312e-05
9.699999999999999734e-01,1.085398452935940061e-02,1.142747107586660176e-04
1.550000000000000044e+00,8.335983671714409793e-01,1.077073668513883531e+00
2.270000000000000018e+00,7.525065739219430228e+00,1.285424146416331439e+02
1.879999999999999893e+00,5.503326442748090325e-02,5.693881163864665355e-03
3.149999999999999911e+00,6.795587956720880105e-03,1.454670493842190803e-04
2.720000000000000195e+00,1.055342391103079924e+00,3.029393369888932153e+00
1.520000000000000018e+00,1.963614516218550043e-01,5.860788591822399529e-02
1.239999999999999991e+00,7.307978984897129937e-01,6.622413048618561726e-01
1.179999999999999938e+00,7.147734548562399981e-01,6.028632882852079655e-01
9.499999999999999556e-01,1.952380813455399933e+00,3.621201298711330452e+00
9.699999999999999734e-01,8.063848651705469717e-01,6.307488542528375541e-01
2.790000000000000036e+00,3.201710215775740304e-02,2.860014577318963601e-03
2.319999999999999840e+00,1.802335302821910087e-03,7.536317101611699501e-06
1.840000000000000080e+00,1.649732125654539833e-02,5.007773599006628672e-04
2.180000000000000160e+00,8.497098789951110231e-02,1.573974995046912087e-02
1.870000000000000107e+00,1.295973165656109982e+00,3.140751854208344795e+00
1.409999999999999920e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.580000000000000071e+00,5.660491140625820150e-03,8.266619267900676693e-05
1.870000000000000107e+00,5.976701150118689521e-01,6.679818891274222903e-01
2.270000000000000018e+00,1.066057433966420033e-02,2.579806087209204511e-04
1.800000000000000044e+00,7.802132395416649935e-02,1.095718858480979226e-02
1.820000000000000062e+00,2.470162837467120009e-01,1.110510208735857735e-01
3.069999999999999840e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.620000000000000107e+00,9.034405660973279795e-02,1.322251867481821948e-02
2.140000000000000124e+00,4.603689340528309693e+00,4.535506486436112539e+01
1.229999999999999982e+00,1.805650561992800052e+00,4.010259960990644856e+00
2.569999999999999840e+00,7.291935183379619767e-01,1.366528591068265852e+00
1.370000000000000107e+00,2.160030028582560213e+00,6.392049722398374989e+00
2.040000000000000036e+00,2.765415581919509869e+00,1.560094761507537342e+01
1.750000000000000000e+00,3.398354273585619811e-01,2.021042059539587821e-01
2.950000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.830000000000000071e+00,3.887884124289120100e-03,4.277726958783524422e-05
2.660000000000000142e+00,5.378085869746490388e+00,7.693732827549587228e+01
1.979999999999999982e+00,1.495863574052370026e+00,4.430463507709926141e+00
1.070000000000000062e+00,3.751098954935029983e+00,1.505569540559470099e+01
9.000000000000000222e-01,2.512038127218419944e-02,5.679301997339123711e-04
1.750000000000000000e+00,5.084778849828209824e-01,4.524620791540551190e-01
1.600000000000000089e+00,8.177493986718740440e-04,1.069942526445138487e-06
3.120000000000000107e+00,9.845033646804079996e-02,3.024050250209178378e-02
1.600000000000000089e+00,1.365630674375830078e-01,2.983915422073895110e-02
3.189999999999999947e+00,4.753782800026059956e-04,7.208905840233730200e-07
1.780000000000000027e+00,8.512034699139090499e-01,1.289694278004392736e+00
2.660000000000000142e+00,2.692393539244419820e-01,1.928229470063914930e-01
2.299999999999999822e+00,3.240701894507309888e-02,2.415494216884551352e-03
2.359999999999999876e+00,2.141557225345029902e-01,1.082359094464890592e-01
1.560000000000000053e+00,2.647429668219560273e-01,1.093385880314384495e-01
2.720000000000000195e+00,1.236940013581249997e-01,4.161656024379602192e-02
9.100000000000000311e-01,1.599361680538140096e+00,2.327741584508143280e+00
1.770000000000000018e+00,4.199676744216089830e+00,3.121799401795973594e+01
3.799999999999999822e+00,5.200000000000000178e+00,1.976000000000000156e+01
